Volatility Foundation Volatility Framework 2.6
Offset(P)            #Ptr   #Hnd Access Name
0x000000003ecee710     16      0 R--r-d \Device\HarddiskVolume2\Windows\System32\Tasks\Microsoft\Windows\WindowsBackup\ConfigNotification
0x000000003ecef070     16      0 R--r-- \Device\HarddiskVolume2\Windows\System32\LogFiles\Scm\ed64189b-77cc-45a0-a1a1-b6dd1305c032
0x000000003ecefea0      2      0 R--r-d \Device\HarddiskVolume2\Windows\System32\Tasks\Microsoft\Windows\MobilePC\HotStart
0x000000003ecf1a70      3      1 RW-r-- \Device\HarddiskVolume2\Windows\System32\winevt\Logs\Microsoft-Windows-NetworkAccessProtection%4Operational.evtx
0x000000003ecf1bc0     16      0 R--r-- \Device\HarddiskVolume2\Windows\System32\LogFiles\Scm\eaca24ff-236c-401d-a1e7-b3d5267b8a50
0x000000003ecf2530      3      0 R--r-d \Device\HarddiskVolume2\Windows\System32\fundisc.dll
0x000000003ecf2680      9      0 R--r-d \Device\HarddiskVolume2\Windows\System32\UXInit.dll
0x000000003ecf2890     14      0 R--r-d \Device\HarddiskVolume2\Windows\System32\input.dll
0x000000003ecf34b0      2      0 R--r-d \Device\HarddiskVolume2\Windows\System32\Tasks\Microsoft\Windows\Task Manager\Interactive
0x000000003ecf4840      2      0 R--r-d \Device\HarddiskVolume2\Windows\System32\Tasks\Microsoft\Windows\Media Center\DispatchRecoveryTasks
0x000000003ecf55c0      2      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x000000003ecf6070      4      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x000000003ecf6f20      2      0 R--r-- \Device\HarddiskVolume2\Windows\System32\LogFiles\Scm\00eace69-901f-4301-87b8-c1c6b3258da9
0x000000003ecf74c0     17      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x000000003ecf7870      2      0 R--rwd \Device\HarddiskVolume2\Windows\System32\GroupPolicy\gpt.ini
0x000000003ecf79c0      2      0 R--r-d \Device\HarddiskVolume2\Windows\System32\Tasks\Microsoft\Windows\Time Synchronization\SynchronizeTime
0x000000003ecf9670      4      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x000000003ecfac50     14      0 R--r-d \Device\HarddiskVolume2\Program Files\Common Files\Microsoft Shared\ink\tiptsf.dll
0x000000003ecfae60      2      0 R--r-- \Device\HarddiskVolume2\Windows\System32\LogFiles\Scm\044a6734-e90e-4f8f-b357-b2dc8ab3b5ec
0x000000003ecfb740      2      0 R--r-d \Device\HarddiskVolume2\Windows\System32\Tasks\Microsoft\Windows\Tcpip\IpAddressConflict1
0x000000003ecfba50      3      0 R--r-d \Device\HarddiskVolume2\Windows\System32\drivers\bowser.sys
0x000000003ecfc9d0      9      0 R--r-d \Device\HarddiskVolume2\Windows\Resources\Themes\Aero\aero.msstyles
0x000000003ed00320      2      0 R--r-d \Device\HarddiskVolume2\Windows\System32\Tasks\Microsoft\Windows\Media Center\OCURActivate
0x000000003ed005d0      2      0 R--r-- \Device\HarddiskVolume2\Windows\System32\LogFiles\Scm\09f06bfe-a3c8-40e3-846a-6e6f4000c238
0x000000003ed007e0      2      1 ------ \Device\NamedPipe\wkssvc
0x000000003ed01110      2      0 R--r-- \Device\HarddiskVolume2\Windows\System32\LogFiles\Scm\088482fa-65b8-4e17-9abf-1dcd48e8d373
0x000000003ed01480      2      0 R--r-d \Device\HarddiskVolume2\Windows\System32\Tasks\Microsoft\Windows\Tcpip\IpAddressConflict2
0x000000003ed03600      2      0 R--r-d \Device\HarddiskVolume2\Windows\System32\Tasks\Microsoft\Windows\Media Center\PeriodicScanRetry
0x000000003ed04380      2      0 R--r-d \Device\HarddiskVolume2\Windows\System32\Tasks\Microsoft\Windows\Media Center\PBDADiscoveryW1
0x000000003ed04950      2      0 R--r-- \Device\HarddiskVolume2\Windows\System32\LogFiles\Scm\17fbab63-06d7-47a9-b0a5-83be1d093fb0
0x000000003ed059e0      2      0 R--r-d \Device\HarddiskVolume2\Windows\System32\Tasks\Microsoft\Windows\Media Center\ActivateWindowsSearch
0x000000003ed05f20     15      0 R--r-d \Device\HarddiskVolume2\Windows\IME\SPTIP.DLL
0x000000003ed06dd0      2      0 R--r-- \Device\HarddiskVolume2\Windows\System32\LogFiles\Scm\35cd0739-d3e5-4849-8589-706a05ded5ea
0x000000003ed06f20     13      0 R--r-d \Device\HarddiskVolume2\Windows\System32\en-US\KernelBase.dll.mui
0x000000003ed07360      2      0 R--r-- \Device\HarddiskVolume2\Windows\System32\LogFiles\Scm\47536d45-eeec-4bdc-8183-a4dc1f8da9e4
0x000000003ed074c0      3      0 R--r-d \Device\HarddiskVolume2\Windows\System32\provsvc.dll
0x000000003ed07b10      7      0 R--r-d \Device\HarddiskVolume2\Windows\System32\drivers\mpsdrv.sys
0x000000003ed08070      2      0 R--r-- \Device\HarddiskVolume2\Windows\System32\LogFiles\Scm\3e1b5fbc-79fc-4723-8797-43f2450f6d47
0x000000003ed08810      4      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x000000003ed08a60      2      0 R--r-d \Device\HarddiskVolume2\Windows\System32\Tasks\Microsoft\Windows\Customer Experience Improvement Program\UsbCeip
0x000000003ed096b0      2      0 R--r-d \Device\HarddiskVolume2\Windows\System32\Tasks\Microsoft\Windows\Media Center\PBDADiscovery
0x000000003ed09b10      2      0 R--r-- \Device\HarddiskVolume2\Windows\System32\LogFiles\Scm\5b51a1a2-6fd8-42b1-9b24-6272a1e3f2d4
0x000000003ed0aa20      2      0 R--r-- \Device\HarddiskVolume2\Windows\System32\LogFiles\Scm\54a45058-c1c4-4e68-99a0-6c75c196b911
0x000000003ed0b070      6      0 R--r-- \Device\HarddiskVolume2\Windows\System32\wuapi.dll
0x000000003ed0b5a0      3      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x000000003ed0ccd0      7      0 R--r-- \Device\HarddiskVolume2\Windows\System32\wuaueng.dll
0x000000003ed0ce20     15      0 R--r-- \Device\HarddiskVolume2\Windows\System32\wuauclt.exe
0x000000003ed0d3b0     16      0 R--r-- \Device\HarddiskVolume2\Windows\System32\Microsoft\Protect\S-1-5-19\7be653dc-37dc-4875-8a7a-6f8ef53b7761
0x000000003ed0d500     15      0 R--rwd \Device\HarddiskVolume2\Windows\winsxs\amd64_microsoft.windows.common-controls_6595b64144ccf1df_6.0.7601.17514_none_fa396087175ac9ac\comctl32.dll
0x000000003ed10070      3      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x000000003ed105d0      2      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x000000003ed10810     12      0 R--r-d \Device\HarddiskVolume2\Windows\System32\wercplsupport.dll
0x000000003ed10a20      1      1 R--r-d \Device\HarddiskVolume2\Windows\System32\en-US\conhost.exe.mui
0x000000003ed12590      1      0 R--rw- \Device\HarddiskVolume2\ProgramData\Microsoft\IlsCache\imcrcache.xml
0x000000003ed12f20      1      0 R--rwd \Device\HarddiskVolume2\Users\Alissa Simpson\Documents\desktop.ini
0x000000003ed133d0      4      0 R--r-d \Device\HarddiskVolume2\Windows\System32\drivers\mrxsmb.sys
0x000000003ed13680      2      0 R--r-d \Device\HarddiskVolume2\Windows\System32\Tasks\Microsoft\Windows\Media Center\RegisterSearch
0x000000003ed13e50      2      0 R--r-- \Device\HarddiskVolume2\Windows\System32\LogFiles\Scm\5a40e926-9e86-4b89-9cfd-b12311724371
0x000000003ed15370      2      0 R--r-d \Device\HarddiskVolume2\Windows\System32\Tasks\Microsoft\Windows\Defrag\ScheduledDefrag
0x000000003ed182e0     16      0 R--r-- \Device\HarddiskVolume2\Windows\System32\LogFiles\Scm\5c0aeeea-c154-45be-8499-bea5f11baff6
0x000000003ed185f0      8      0 R--r-d \Device\HarddiskVolume2\Windows\System32\drivers\secdrv.sys
0x000000003ed18740      2      0 R--r-d \Device\HarddiskVolume2\Windows\System32\Tasks\Microsoft\Windows\Media Center\SqlLiteRecoveryTask
0x000000003ed1b720      2      0 R--r-- \Device\HarddiskVolume2\Windows\System32\LogFiles\Scm\64ea2615-7ba9-4560-b79f-278f6ec6ddd5
0x000000003ed1bec0      5      0 R--r-d \Device\HarddiskVolume2\Windows\System32\sfc_os.dll
0x000000003ed1ccc0     15      0 R--r-d \Device\HarddiskVolume2\Windows\System32\drivers\mrxsmb10.sys
0x000000003ed1dd50     16      0 RWDr-- \Device\HarddiskVolume2\Windows\System32\Tasks\Microsoft\Windows Defender\MP Scheduled Scan
0x000000003ed1f9b0      2      0 R--r-d \Device\HarddiskVolume2\Windows\System32\Tasks\Microsoft\Windows\Windows Media Sharing\UpdateLibrary
0x000000003ed1fe20      2      0 R--r-d \Device\HarddiskVolume2\Windows\System32\Tasks\Microsoft\Windows\User Profile Service\HiveUploadTask
0x000000003ed20450      2      0 R--r-- \Device\HarddiskVolume2\Windows\System32\LogFiles\Scm\753c47ae-ec5e-44b3-95a9-2c8e553f0e39
0x000000003ed20660     15      0 R--r-d \Device\HarddiskVolume2\Windows\System32\PeerDistSh.dll
0x000000003ed207b0      2      0 R--r-d \Device\HarddiskVolume2\Windows\System32\Tasks\Microsoft\Windows\Media Center\ehDRMInit
0x000000003ed20bb0      5      0 R--r-d \Device\HarddiskVolume2\Windows\System32\drivers\mrxsmb20.sys
0x000000003ed20f20      2      0 R--r-- \Device\HarddiskVolume2\Windows\System32\LogFiles\Scm\6738ba6e-ea75-4b6b-b8b8-71f0336dd8ef
0x000000003ed22630      2      0 R--r-d \Device\HarddiskVolume2\Windows\System32\Tasks\Microsoft\Windows\Media Center\mcupdate
0x000000003ed22a20      2      0 R--r-- \Device\HarddiskVolume2\Windows\System32\LogFiles\Scm\785518ac-f693-4def-9f7d-1931b7c87de8
0x000000003ed23bc0      2      0 R--r-- \Device\HarddiskVolume2\Windows\System32\LogFiles\Scm\7d8648b9-ebba-45db-b7bd-aa824cb7cfc9
0x000000003ed23d10     14      1 R--r-d \Device\HarddiskVolume2\Windows\System32\en-US\FirewallAPI.dll.mui
0x000000003ed23f20      3      0 R--r-d \Device\HarddiskVolume2\Windows\System32\ncsi.dll
0x000000003ed24b90     15      0 R--rw- \Device\HarddiskVolume2\Windows\Performance\WinSAT\DataStore\2019-12-04 20.09.12.036 Formal.Assessment (Recent).WinSAT.xml
0x000000003ed27070     11      0 R--r-d \Device\HarddiskVolume2\Windows\System32\FDResPub.dll
0x000000003ed27200     17      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x000000003ed275d0      3      0 R--r-d \Device\HarddiskVolume2\Windows\System32\nlasvc.dll
0x000000003ed27f20      8      0 R--r-d \Device\HarddiskVolume2\Windows\System32\dps.dll
0x000000003ed283e0      2      0 R--r-d \Device\HarddiskVolume2\Windows\System32\Tasks\Microsoft\Windows\Media Center\PvrRecoveryTask
0x000000003ed29bc0      2      0 R--r-- \Device\HarddiskVolume2\Windows\System32\LogFiles\Scm\7a1554a2-b6a3-4c91-8cc6-49315422d0ed
0x000000003ed30050     15      0 R--r-- \Device\HarddiskVolume2\Windows\System32\hal.dll
0x000000003ed30400      1      0 R--r-- \Device\HarddiskVolume2\ProgramData\Microsoft\Windows Defender\Scans\History\Results\Resource\{6E0C836D-06B7-452F-AB51-4C179C997A12}
0x000000003ed31070      2      0 R--r-d \Device\HarddiskVolume2\Windows\System32\Tasks\Microsoft\Windows\NetTrace\GatherNetworkInfo
0x000000003ed31a30      7      0 R--r-d \Device\HarddiskVolume2\Windows\System32\cmd.exe
0x000000003ed32d30      4      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x000000003ed33600     16      0 R--r-d \Device\HarddiskVolume2\Windows\System32\en-US\conhost.exe.mui
0x000000003ed34490      1      0 R--rw- \Device\HarddiskVolume2\Users\SmartNet\AppData\Roaming\Microsoft\Windows\Start Menu\Programs\Accessories\Command Prompt.lnk
0x000000003ed35660     16      0 R--r-d \Device\HarddiskVolume2\Windows\System32\imageres.dll
0x000000003ed35c00      8      0 R--r-d \Device\HarddiskVolume2\Windows\System32\wkssvc.dll
0x000000003ed3b4b0      6      0 R--r-d \Device\HarddiskVolume2\Windows\System32\wbem\wmiutils.dll
0x000000003ed3dd00      2      1 ------ \Device\Afd\Endpoint
0x000000003ed3e1b0     16      0 R--r-- \Device\HarddiskVolume2\Windows\System32\drivers\msisadrv.sys
0x000000003ed3ea60      1      0 R--rwd \Device\HarddiskVolume2\Users\SmartNet\Downloads\desktop.ini
0x000000003ed3f6c0      1      0 R--rwd \Device\HarddiskVolume2\Users\Public\Recorded TV\desktop.ini
0x000000003ed3fbc0      1      1 R--rw- \Device\HarddiskVolume2\Windows\System32
0x000000003ed45a70      9      0 R--r-d \Device\HarddiskVolume2\Windows\System32\spoolss.dll
0x000000003ed46710     11      0 R--r-d \Device\HarddiskVolume2\Windows\System32\wfapigp.dll
0x000000003ed46b30      1      1 ------ \Device\NamedPipe\wkssvc
0x000000003ed49070      1      1 R--rw- \Device\HarddiskVolume2\Windows\winsxs\amd64_microsoft.windows.common-controls_6595b64144ccf1df_6.0.7601.17514_none_fa396087175ac9ac
0x000000003ed4b070      1      1 R--rw- \Device\HarddiskVolume2\Windows\winsxs\amd64_microsoft.windows.common-controls_6595b64144ccf1df_6.0.7601.17514_none_fa396087175ac9ac
0x000000003ed4b6f0      1      1 R--rw- \Device\HarddiskVolume2\Windows\winsxs\amd64_microsoft.windows.common-controls_6595b64144ccf1df_6.0.7601.17514_none_fa396087175ac9ac
0x000000003ed4d990      2      0 R--rw- \Device\HarddiskVolume2\Program Files\Windows Media Player\Network Sharing\MediaReceiverRegistrar.xml
0x000000003ed50190     16      0 R--r-d \Device\HarddiskVolume2\Windows\System32\drivers\monitor.sys
0x000000003ed50670     15      0 R--r-d \Device\HarddiskVolume2\Windows\System32\drivers\portcls.sys
0x000000003ed51b90     16      0 R--r-d \Device\HarddiskVolume2\Windows\System32\drivers\en-US\ndis.sys.mui
0x000000003ed52820     18      1 RW-r-- \Device\HarddiskVolume2\Windows\System32\wbem\Repository\MAPPING1.MAP
0x000000003ed52c80      1      0 R--rw- \Device\HarddiskVolume2\Windows\System32\wdi\LogFiles\ShutdownCKCL.etl
0x000000003ed55070      2      0 RWD--- \Device\HarddiskVolume2\Windows\inf\WmiApRpl\WmiApRpl.h
0x000000003ed561e0     13      0 R--r-d \Device\HarddiskVolume2\Windows\System32\drivers\PEAuth.sys
0x000000003ed57c90     16      0 R--r-- \Device\HarddiskVolume2\Windows\System32\LogFiles\Scm\c016366b-7126-46ca-b36b-592a3d95a60b
0x000000003ed57f20     15      0 R--r-- \Device\HarddiskVolume2\Windows\System32\drivers\netio.sys
0x000000003ed592e0      1      1 ------ \Device\NamedPipe\MsFteWds
0x000000003ed59430      2      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x000000003ed5a2d0     33      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x000000003ed5ad00     15      0 R--r-- \Device\HarddiskVolume2\Windows\System32\drivers\ksecdd.sys
0x000000003ed5b800     14      0 R--r-d \Device\HarddiskVolume2\Windows\System32\mscms.dll
0x000000003ed5bab0      8      0 R--r-d \Device\HarddiskVolume2\Windows\System32\cryptsvc.dll
0x000000003ed60720      4      0 R--r-d \Device\HarddiskVolume2\Windows\System32\pcasvc.dll
0x000000003ed62330     16      0 R--rw- \Device\HarddiskVolume2\ProgramData\Microsoft\Windows\Caches\cversions.2.db
0x000000003ed63720      1      0 RW-rwd \Device\HarddiskVolume2\$PrepareToShrinkFileSize
0x000000003ed644e0      2      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x000000003ed648b0     17      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x000000003ed65680     15      0 R--r-d \Device\HarddiskVolume2\Windows\System32\snmptrap.exe
0x000000003ed65830      7      0 R--r-d \Device\HarddiskVolume2\Windows\System32\aepic.dll
0x000000003ed65c50     16      0 R--r-d \Device\HarddiskVolume2\Windows\System32\WSDApi.dll
0x000000003ed65e60     15      0 R--r-- \Device\HarddiskVolume2\ProgramData\Microsoft\Windows\Caches\{DDF571F2-BE98-426D-8288-1A9A39C3FDA2}.2.ver0x0000000000000002.db
0x000000003ed6e3f0     10      0 R--r-d \Device\HarddiskVolume2\Windows\System32\winhttp.dll
0x000000003ed6f070      6      0 R--r-d \Device\HarddiskVolume2\Windows\System32\webio.dll
0x000000003ed6f910      8      0 R--r-d \Device\HarddiskVolume2\Windows\System32\sfc.dll
0x000000003ed73400      1      0 R--r-- \Device\HarddiskVolume2\ProgramData\Microsoft\Windows Defender\Scans\History\Results\Resource\{5ADD1785-D0B3-49E2-983F-E581A60CD72B}
0x000000003ed75d50      2      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x000000003ed76550     16      0 R--r-- \Device\HarddiskVolume2\Windows\System32\kdcom.dll
0x000000003ed767e0      2      0 R--r-- \Device\HarddiskVolume2\Windows\System32\LogFiles\Scm\81540b9f-b5bf-47eb-9c95-be195bf2c664
0x000000003ed78950      9      0 R--r-- \Device\HarddiskVolume2\ProgramData\Microsoft\Windows\Caches\{6AF0698E-D558-4F6E-9B3C-3716689AF493}.2.ver0x000000000000000c.db
0x000000003ed7d070      1      1 ------ \Device\Afd\Endpoint
0x000000003ed7d6d0     16      0 R--r-- \Device\HarddiskVolume2\Windows\System32\RacRules.xml
0x000000003ed7e1b0     16      0 R--r-- \Device\HarddiskVolume2\Windows\inf\netrass.PNF
0x000000003ed7f4f0      1      1 R--r-d \Device\HarddiskVolume2\Windows\System32\en-US\KernelBase.dll.mui
0x000000003ed81070      2      1 ------ \Device\Afd\Endpoint
0x000000003ed81d10     16      0 R--r-d \Device\HarddiskVolume2\Windows\System32\defragsvc.dll
0x000000003ed86310      4      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x000000003ed87e20     16      0 R--r-d \Device\HarddiskVolume2\Windows\System32\udhisapi.dll
0x000000003ed884e0      1      0 R--r-- \Device\HarddiskVolume2\Users\SmartNet\AppData\LocalLow\Microsoft\CryptnetUrlCache\MetaData\94308059B57B3142E455B38A6EB92015
0x000000003ed88630      1      1 R--rw- \Device\HarddiskVolume2\Windows\winsxs\amd64_microsoft.windows.common-controls_6595b64144ccf1df_6.0.7601.17514_none_fa396087175ac9ac
0x000000003ed888c0     11      0 R--r-d \Device\HarddiskVolume2\Windows\System32\fdPHost.dll
0x000000003ed88be0      2      0 RWD--- \Device\HarddiskVolume2\Windows\ServiceProfiles\LocalService\AppData\Roaming\Microsoft\UPnP Device Host\upnphost\udhisapi.dll
0x000000003ed899f0     17      1 R--r-d \Device\HarddiskVolume2\Windows\System32\en-US\upnphost.dll.mui
0x000000003ed8a370      1      0 R--rwd \Device\HarddiskVolume2\Users\Public\Pictures\Sample Pictures\desktop.ini
0x000000003ed8af20      1      1 R--rw- \Device\HarddiskVolume2\Windows\winsxs\amd64_microsoft.windows.common-controls_6595b64144ccf1df_6.0.7601.17514_none_fa396087175ac9ac
0x000000003ed8b700      7      0 R--r-d \Device\HarddiskVolume2\Windows\System32\msxml3.dll
0x000000003ed8b9d0      1      1 R--r-d \Device\HarddiskVolume2\Windows\System32\en-US\FirewallAPI.dll.mui
0x000000003ed8bd80     16      0 R--r-- \Device\HarddiskVolume2\ProgramData\Microsoft\Search\Data\Applications\Windows\MSS.chk
0x000000003ed8c490      1      1 RW---- \Device\HarddiskVolume2\ProgramData\Microsoft\Search\Data\Applications\Windows\Windows.edb
0x000000003ed8c5e0     16      0 R--rw- \Device\HarddiskVolume2\Program Files\Windows Media Player\Network Sharing\ConnectionManager.xml
0x000000003ed8d820     15      0 R--rw- \Device\HarddiskVolume2\Program Files\Windows Media Player\Network Sharing\ContentDirectory.xml
0x000000003ed8f1e0      7      0 R--r-d \Device\HarddiskVolume2\Windows\System32\TCPSVCS.EXE
0x000000003ed8f480     15      0 R--r-- \Device\HarddiskVolume2\Windows\System32\mcupdate_GenuineIntel.dll
0x000000003ed90cb0     15      0 R--r-- \Device\HarddiskVolume2\Windows\System32\PSHED.DLL
0x000000003ed90e00      1      1 R--rw- \Device\HarddiskVolume2\Windows\System32
0x000000003ed91320      2      0 R--r-- \Device\HarddiskVolume2\Windows\System32\LogFiles\Scm\83bd8c2e-dff6-4cf9-a025-71973fae3303
0x000000003ed91690      2      0 R--r-d \Device\HarddiskVolume2\Windows\System32\Tasks\Microsoft\Windows\Media Center\ReindexSearchRoot
0x000000003ed925e0      2      0 R--r-d \Device\HarddiskVolume2\Windows\System32\Tasks\Microsoft\Windows\Media Center\MediaCenterRecoveryTask
0x000000003ed93ac0      9      0 R--r-d \Device\HarddiskVolume2\Windows\System32\wmpmde.dll
0x000000003ed94a20      4      0 R--r-d \Device\HarddiskVolume2\Windows\System32\drivers\srvnet.sys
0x000000003ed95ec0     16      0 R--r-d \Device\HarddiskVolume2\Windows\System32\simptcp.dll
0x000000003ed97070      2      0 R--r-- \Device\HarddiskVolume2\Windows\System32\LogFiles\Scm\855b12c4-6f3a-4d7b-99bc-bf234e155d85
0x000000003ed97910      8      0 R--r-d \Device\HarddiskVolume2\Windows\System32\NapiNSP.dll
0x000000003ed98580      3      0 R--r-d \Device\HarddiskVolume2\Windows\System32\ntshrui.dll
0x000000003ed98700     15      0 R--r-- \Device\HarddiskVolume2\Windows\System32\ci.dll
0x000000003ed98f20      2      0 RW-rwd \Device\HarddiskVolume2\$Directory
