#########################################################################################################################################################################################################################################
# Investigation Details
# ======================
# Investigator Name: Solomon Sonya
# Investigation Description: Magnet Virtual Summit 2020 CTF - Memory
# Investigation Date: 2022-01-17-2008:58
#
# Analysis Framework
# ======================
# Analysis Framework Name: Xavier Framework
# Analysis Framework Version: 2.114
#
# Memory Analysis Binary
# ======================
# File Name: vol_2.6.exe	 File Size: 15.79 MBs	 Creation Date: 2022-01-16-1019:29	 Last Accessed: 2022-01-17-1948:58	 Last Modified: 2021-02-28-2253:29	 
# MD5: 2fc05486a3fe93cef213cc37748bf556	 SHA-256: 672a00461ffb8d59536c86192450b66d552e67809fc8584d1792b42b22c5f4e1	 
#
# Analysis Image Details
# ======================
# Memory Image Path: C:\xavier\xavier_framework\import\memory_image\memdump.mem
# File Name: memdump.mem	 File Size: 5.37 GBs	 Creation Date: 2022-01-17-2008:08	 Last Accessed: 2022-01-17-2008:13	 Last Modified: 2021-10-14-2125:48	 
# MD5: 224f93209cbea29e862890f30dfa762d	 SHA-256: 18e9007993c45f813dd5bd23b6bf6ad703d3e6ac70effd9c47a310a8443c7b8a	 
#
# Plugin Details
# ======================
# Plugin Name: handles
# Plugin Description: Print list of open handles for each process
#
# Execution Details
# ======================
# Execution Command: "C:\xavier\xavier_framework\import\memory_analysis\vol_2.6.exe" -f "C:\xavier\xavier_framework\import\memory_image\memdump.mem" handles --profile=Win7SP1x64
#########################################################################################################################################################################################################################################


Volatility Foundation Volatility Framework 2.6
Offset(V)             Pid             Handle             Access Type             Details
0xfffffa80332514c0      4              0x338           0x12019f File             \Device\HarddiskVolume1\Windows\ServiceProfiles\NetworkService\NTUSER.DAT{82a46d7a-8358-11ea-93b9-806e6f6e6963}.TMContainer00000000000000000002.regtrans-ms
0xfffffa8032c67570      4              0x33c           0x1f007f TmRm             
0xfffffa803324bb70      4              0x340            0xf003f TmTm             
0xfffff8a000d9e6d0      4              0x344            0xf000f Directory        00000000-000003e4
0xfffffa8033266060      4              0x348               0x2a Process          svchost.exe(772)
0xfffffa80333d6060      4              0x34c               0x2a Process          WmiPrvSE.exe(3440)
0xfffff8a000fb0aa0      4              0x350                0x9 Key              MACHINE\SYSTEM\CONTROLSET001\CONTROL\SESSION MANAGER\QUOTA SYSTEM
0xfffff8a000fb1060      4              0x354            0xf01ff Token            
0xfffff8a000ba41a0      4              0x358            0xf01ff Token            
0xfffffa803329bbc0      4              0x35c          0x2020003 File             \Device\HarddiskVolume1\Windows\ServiceProfiles\LocalService\NTUSER.DAT
0xfffffa803329b590      4              0x360          0x2000003 File             \Device\HarddiskVolume1\Windows\ServiceProfiles\LocalService\NTUSER.DAT.LOG1
0xfffffa803329c070      4              0x364          0x2000003 File             \Device\HarddiskVolume1\Windows\ServiceProfiles\LocalService\NTUSER.DAT.LOG2
0xfffffa803327c960      4              0x368           0x12019f File             \Device\HarddiskVolume1\Windows\ServiceProfiles\LocalService\NTUSER.DAT{82a46d7e-8358-11ea-93b9-000c29cda890}.TM.blf
0xfffffa80332b8070      4              0x36c           0x1f007f TmRm             
0xfffffa80324e83f0      4              0x370           0x12019f File             \Device\clfs\Device\HarddiskVolume1\Windows\ServiceProfiles\LocalService\NTUSER.DAT{82a46d7e-8358-11ea-93b9-000c29cda890}.TM
0xfffffa80332a8070      4              0x374           0x12019f File             \Device\clfs\Device\HarddiskVolume1\Windows\ServiceProfiles\LocalService\NTUSER.DAT{82a46d7e-8358-11ea-93b9-000c29cda890}.TM
0xfffffa80332a8700      4              0x378           0x12019f File             \Device\HarddiskVolume1\Windows\ServiceProfiles\LocalService\NTUSER.DAT{82a46d7e-8358-11ea-93b9-000c29cda890}.TMContainer00000000000000000001.regtrans-ms
0xfffffa80332a9700      4              0x37c           0x12019f File             \Device\HarddiskVolume1\Windows\ServiceProfiles\LocalService\NTUSER.DAT{82a46d7e-8358-11ea-93b9-000c29cda890}.TMContainer00000000000000000002.regtrans-ms
0xfffffa803362c060      4              0x380               0x2a Process          svchost.exe(2032)
0xfffffa80333379b0      4              0x384               0x2a Process          svchost.exe(980)
0xfffffa80332b0b00      4              0x388               0x2a Process          svchost.exe(860)
0xfffffa80332b0b00      4              0x38c               0x28 Process          svchost.exe(860)
0xfffffa803336f550      4              0x390           0x13008b File             \Device\HarddiskVolume1\Windows\System32\LogFiles\WMI\RtBackup\EtwRTEventLog-Application.etl
0xfffffa8033258070      4              0x394           0x1f007f TmRm             
0xfffffa80332a75c0      4              0x398            0xf003f TmTm             
0xfffff8a001039960      4              0x39c            0xf01ff Token            
0xfffff8a00101c230      4              0x3a0            0xf000f Directory        00000000-000003e5
0xfffffa80332fa5f0      4              0x3a4               0x2a Process          svchost.exe(936)
0xfffffa803333db00      4              0x3a8               0x2a Process          svchost.exe(112)
0xfffffa8032656740      4              0x3ac           0x13008b File             \Device\HarddiskVolume1\Windows\System32\LogFiles\WMI\RtBackup\EtwRTEventLog-System.etl
0xfffffa80332fa5f0      4              0x3b0               0x2a Process          svchost.exe(936)
0xfffffa80334d8b00      4              0x3b4               0x2a Process          svchost.exe(1332)
0xfffffa8033862dd0      4              0x3b8          0x2000003 File             \Device\HarddiskVolume1\Users\Warren\AppData\Local\Microsoft\Windows\UsrClass.dat.LOG1
0xfffffa80332b0b00      4              0x3bc               0x28 Process          svchost.exe(860)
0xfffffa80332b0b00      4              0x3c0               0x2a Process          svchost.exe(860)
0xfffffa8032666680      4              0x3c4           0x13008b File             \Device\HarddiskVolume1\Windows\System32\LogFiles\WMI\RtBackup\EtwRTEventlog-Security.etl
0xfffffa80332fa5f0      4              0x3c8               0x2a Process          svchost.exe(936)
0xfffffa80332fa5f0      4              0x3cc               0x2a Process          svchost.exe(936)
0xfffffa80332fa5f0      4              0x3d0               0x2a Process          svchost.exe(936)
0xfffffa80333af7c0      4              0x3d4           0x120089 File             \Device\HarddiskVolume1\Windows\CSC
0xfffffa803317cd40      4              0x3d8           0x120089 File             \Device\HarddiskVolume1\Windows\CSC\v2.0.6
0xfffffa80333568b0      4              0x3dc           0x12019f File             \Device\HarddiskVolume1\Windows\CSC\v2.0.6\temp
0xfffffa80332acc40      4              0x3e0           0x12019f File             \Device\HarddiskVolume1\Windows\CSC\v2.0.6\pq
0xfffffa80333c8320      4              0x3e4           0x100081 File             \Device\HarddiskVolume1
0xfffffa80332acd90      4              0x3e8           0x120089 File             \Device\HarddiskVolume1\Windows\CSC\v2.0.6\namespace
0xfffffa80333ca060      4              0x3ec           0x1fffff Thread           TID 4 PID 859612168
0xfffffa80333cab50      4              0x3f0           0x1fffff Thread           TID 4 PID 859614968
0xfffffa80333cba60      4              0x3f4           0x100001 File             \Device\HarddiskVolume1
0xfffffa80333a8130      4              0x3f8           0x1f0003 Event            
0xfffffa80333379b0      4              0x3fc               0x2a Process          svchost.exe(980)
0xfffffa8032d62340      4              0x404           0x1f0003 Event            
0xfffffa80335c1050      4              0x408                0x0 File             \Device\NetBT_Tcpip_{ADF840DE-43E1-49E9-8473-4ED80057BB0B}
0xfffff8a0012a7520      4              0x40c            0x2001f Key              MACHINE\SOFTWARE\MICROSOFT\WINDOWS\CURRENTVERSION\GROUP POLICY\STATE\MACHINE
0xfffff8a0012c9040      4              0x410            0x2001f Key              MACHINE\SOFTWARE\MICROSOFT\WINDOWS\CURRENTVERSION\GROUP POLICY\STATE\MACHINE
0xfffffa80311a2500      4              0x414          0x2000003 File             \Device\HarddiskVolume1\Users\Warren\ntuser.dat.LOG2
0xfffffa80321a53e0      4              0x418           0x12019f File             \Device\Tcp
0xfffffa8033424860      4              0x41c               0x2a Process          svchost.exe(1160)
0xfffffa8032540fe0      4              0x420                0x0 Session          Session1
0xfffffa8033433d50      4              0x424           0x12019f File             \Device\Tcp
0xfffffa8031af5dc0      4              0x428           0x12019f File             \Device\Tcp
0xfffffa80338b5630      4              0x42c           0x12019f File             \Device\Tcp
0xfffffa8032540fe0      4              0x430                0x0 Session          Session1
0xfffffa80320b7260      4              0x434                0x0 File             \Device\NetBT_Tcpip_{ADF840DE-43E1-49E9-8473-4ED80057BB0B}
0xfffffa8031acfb50      4              0x438           0x12019f File             \Device\Tcp
0xfffffa803182cf20      4              0x43c                0x0 File             \Device\NetBT_Tcpip_{ADF840DE-43E1-49E9-8473-4ED80057BB0B}
0xfffffa8031ad0580      4              0x440                0x0 File             \Device\NetBT_Tcpip_{ADF840DE-43E1-49E9-8473-4ED80057BB0B}
0xfffffa8031e5c6f0      4              0x444           0x12019f File             \Device\Tcp
0xfffffa803187dae0      4              0x448                0x0 File             \Device\NetBT_Tcpip_{ADF840DE-43E1-49E9-8473-4ED80057BB0B}
0xfffffa803213f050      4              0x44c           0x12019f File             \Device\Tcp
0xfffffa8032d96f20      4              0x450           0x12019f File             \Device\Tcp
0xfffffa803346a050      4              0x454           0x12019f File             \Device\NetBT_Tcpip_{ADF840DE-43E1-49E9-8473-4ED80057BB0B}
0xfffffa8033440740      4              0x458           0x12019f File             \Device\NetBT_Tcpip_{ADF840DE-43E1-49E9-8473-4ED80057BB0B}
0xfffffa80320d1050      4              0x45c                0x0 File             \Device\NetBT_Tcpip_{ADF840DE-43E1-49E9-8473-4ED80057BB0B}
0xfffffa8032188210      4              0x460                0x0 File             \Device\NetBT_Tcpip_{ADF840DE-43E1-49E9-8473-4ED80057BB0B}
0xfffffa8032587d70      4              0x464           0x12019f File             \Device\Tcp
0xfffffa8031450d10      4              0x468                0x0 File             \Device\NetBT_Tcpip_{ADF840DE-43E1-49E9-8473-4ED80057BB0B}
0xfffffa8031449050      4              0x46c           0x12019f File             \Device\Tcp
0xfffffa80325d8f20      4              0x470                0x0 File             \Device\NetBT_Tcpip_{ADF840DE-43E1-49E9-8473-4ED80057BB0B}
0xfffffa80323a7630      4              0x474           0x12019f File             \Device\Tcp
0xfffffa8032599b60      4              0x478                0x0 File             \Device\NetBT_Tcpip_{ADF840DE-43E1-49E9-8473-4ED80057BB0B}
0xfffffa80338a9910      4              0x47c           0x12019f File             \Device\Tcp
0xfffffa80326f7b90      4              0x480                0x0 File             \Device\NetBT_Tcpip_{ADF840DE-43E1-49E9-8473-4ED80057BB0B}
0xfffffa8032474ad0      4              0x484           0x12019f File             \Device\Tcp
0xfffffa8032190cd0      4              0x488                0x0 File             \Device\NetBT_Tcpip_{ADF840DE-43E1-49E9-8473-4ED80057BB0B}
0xfffffa80317ecf20      4              0x48c           0x12019f File             \Device\Tcp
0xfffffa80325bed80      4              0x490                0x0 File             \Device\NetBT_Tcpip_{ADF840DE-43E1-49E9-8473-4ED80057BB0B}
0xfffffa8032016050      4              0x494                0x0 File             \Device\NetBT_Tcpip_{ADF840DE-43E1-49E9-8473-4ED80057BB0B}
0xfffffa803245df20      4              0x498                0x0 File             \Device\NetBT_Tcpip_{ADF840DE-43E1-49E9-8473-4ED80057BB0B}
0xfffffa803204d050      4              0x49c           0x12019f File             \Device\Tcp
0xfffffa8031e1bd80      4              0x4a0           0x12019f File             \Device\Tcp
0xfffffa8033893dc0      4              0x4a4                0x0 File             \Device\NetBT_Tcpip_{ADF840DE-43E1-49E9-8473-4ED80057BB0B}
0xfffffa8032043470      4              0x4a8           0x12019f File             \Device\Tcp
0xfffffa803216b050      4              0x4ac                0x0 File             \Device\NetBT_Tcpip_{ADF840DE-43E1-49E9-8473-4ED80057BB0B}
0xfffffa803214a7e0      4              0x4b0                0x0 File             \Device\NetBT_Tcpip_{ADF840DE-43E1-49E9-8473-4ED80057BB0B}
0xfffffa803258fbb0      4              0x4b4           0x12019f File             \Device\Tcp
0xfffffa803209d7b0      4              0x4b8           0x12019f File             \Device\Tcp
0xfffffa80316f96c0      4              0x4bc                0x0 File             \Device\NetBT_Tcpip_{ADF840DE-43E1-49E9-8473-4ED80057BB0B}
0xfffffa8031649050      4              0x4c0           0x12019f File             \Device\Tcp
0xfffffa8032120cc0      4              0x4c4                0x0 File             \Device\NetBT_Tcpip_{ADF840DE-43E1-49E9-8473-4ED80057BB0B}
0xfffffa803204d180      4              0x4c8                0x0 File             \Device\NetBT_Tcpip_{ADF840DE-43E1-49E9-8473-4ED80057BB0B}
0xfffffa80320cd2f0      4              0x4cc           0x12019f File             \Device\Tcp
0xfffffa8032187d50      4              0x4d0                0x0 File             \Device\NetBT_Tcpip_{ADF840DE-43E1-49E9-8473-4ED80057BB0B}
0xfffffa80334be810      4              0x4d4           0x12019f File             \Device\Tcp
0xfffffa803201bd60      4              0x4d8                0x0 File             \Device\NetBT_Tcpip_{ADF840DE-43E1-49E9-8473-4ED80057BB0B}
0xfffffa80317fc6b0      4              0x4dc           0x12019f File             \Device\Tcp
0xfffffa8032544d40      4              0x4e0                0x0 File             \Device\NetBT_Tcpip_{ADF840DE-43E1-49E9-8473-4ED80057BB0B}
0xfffffa80338776f0      4              0x4e4           0x12019f File             \Device\Tcp
0xfffffa80311a98d0      4              0x4e8                0x0 File             \Device\NetBT_Tcpip_{ADF840DE-43E1-49E9-8473-4ED80057BB0B}
0xfffffa80320d4f20      4              0x4ec           0x12019f File             \Device\Tcp
0xfffffa80327d8050      4              0x4f0                0x0 File             \Device\NetBT_Tcpip_{ADF840DE-43E1-49E9-8473-4ED80057BB0B}
0xfffffa803219c4f0      4              0x4f4           0x12019f File             \Device\Tcp
0xfffffa803347b6c0      4              0x4f8           0x1f0001 ALPC Port        
0xfffff8a0012fcc40      4              0x4fc                0xe Token            
0xfffffa803347c050      4              0x500           0x1f0001 ALPC Port        
0xfffffa803378cb30      4              0x504           0x12019f File             \Device\Tcp
0xfffffa803333db00      4              0x508               0x2a Process          svchost.exe(112)
0xfffff8a00113e060      4              0x50c            0xf01ff Token            
0xfffffa803343eb00      4              0x510               0x2a Process          spoolsv.exe(1304)
0xfffff8a00134e6c0      4              0x514            0xf000f Directory        Http
0xfffffa80334c0b50      4              0x518           0x1fffff Thread           TID 4 PID 860622584
0xfffffa8030f235f0      4              0x51c                0x1 Event            LowMemoryCondition
0xfffffa80334c0040      4              0x520           0x1fffff Thread           TID 4 PID 860619752
0xfffffa80334c0660      4              0x524           0x1fffff Thread           TID 4 PID 860621320
0xfffff8a001350950      4              0x528            0x2001f Key              MACHINE\SYSTEM\CONTROLSET001\SERVICES\HTTP\PARAMETERS\URLACLINFO
0xfffffa803343eb00      4              0x52c               0x2a Process          spoolsv.exe(1304)
0xfffffa80334d8b00      4              0x530               0x2a Process          svchost.exe(1332)
0xfffff8a001425060      4              0x534                0xe Token            
0xfffffa8033539a70      4              0x538           0x1f0001 ALPC Port        
0xfffff8a001427060      4              0x53c                0xe Token            
0xfffff8a00142f060      4              0x540                0xe Token            
0xfffff8a00142c060      4              0x544                0xe Token            
0xfffff8a00142e060      4              0x548                0xe Token            
0xfffff8a001431840      4              0x54c                0xe Token            
0xfffff8a001404ad0      4              0x550            0xf003f Key              MACHINE\SYSTEM\CONTROLSET001\SERVICES\BTHPORT\PARAMETERS
0xfffff8a001437060      4              0x554                0xe Token            
0xfffff8a001430060      4              0x558                0xe Token            
0xfffff8a00142a060      4              0x55c                0xe Token            
0xfffff8a001436060      4              0x560                0xe Token            
0xfffffa803378c350      4              0x564           0x12019f File             \Device\Tcp
0xfffffa8033424860      4              0x568               0x2a Process          svchost.exe(1160)
0xfffffa8033540df0      4              0x56c           0x100003 Event            LanmanServerAnnounceEvent
0xfffffa8033551d30      4              0x570           0x120116 File             \Device\Mup
0xfffffa8033543040      4              0x574                0x0 Thread           TID 4 PID 861156328
0xfffffa803354d120      4              0x578           0x120116 File             \Device\Mup
0xfffffa80320f1910      4              0x57c           0x12019f File             \Device\Tcp
0xfffff8a001039960      4              0x580            0xf01ff Token            
0xfffffa8031123f20      4              0x584                0x0 File             \Device\NetBT_Tcpip_{ADF840DE-43E1-49E9-8473-4ED80057BB0B}
0xfffffa803357c5f0      4              0x588               0x2a Process          svchost.exe(1444)
0xfffffa803210dc20      4              0x58c           0x1f0003 Event            ad_registry_monitor
0xfffffa80332b0b00      4              0x590               0x28 Process          svchost.exe(860)
0xfffff8a00113e060      4              0x594            0xf01ff Token            
0xfffff8a001537d00      4              0x598            0x2001f Key              MACHINE\SYSTEM\CONTROLSET001\SERVICES\TCPIP\PARAMETERS\PERSISTENTROUTES
0xfffffa803333db00      4              0x59c               0x2a Process          svchost.exe(112)
0xfffff8a0014e89b0      4              0x5a0            0xf003f Key              MACHINE\SYSTEM\CONTROLSET001\SERVICES\BTHPORT\PARAMETERS\KEYS\001A7DDA710A
0xfffffa803333db00      4              0x5a4               0x2a Process          svchost.exe(112)
0xfffffa803333db00      4              0x5a8               0x2a Process          svchost.exe(112)
0xfffff8a00000b5f0      4              0x5ac            0x2001f Key              MACHINE\SYSTEM\CONTROLSET001\SERVICES\TCPIP\PARAMETERS\INTERFACES\{846EE342-7039-11DE-9D20-806E6F6E6963}
0xfffff8a00000b8f0      4              0x5b0            0x2001f Key              MACHINE\SYSTEM\CONTROLSET001\SERVICES\TCPIP\PARAMETERS\INTERFACES\{ADF840DE-43E1-49E9-8473-4ED80057BB0B}
0xfffffa80332fa5f0      4              0x5b4               0x2a Process          svchost.exe(936)
0xfffffa8033787f20      4              0x5b8          0x2000003 File             \Device\HarddiskVolume1\System Volume Information\Syscache.hve.LOG1
